Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Comment,Experiment Number,RNA Isolation Method
r07035,2019-08-26,126270,Lanciotti_ZIKV_universal,vRNA,7.27621,0 ; 15,Equoivical,Tissue,decidua 1d,7373,
r07035,2021-08-02,158208,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r07035,2021-08-03,158214,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r07035,2021-08-04,158148,DENV3,vRNA,0.0,0 ; 0,,Plasma,2 dpi,9279,
r07035,2021-08-05,158164,DENV3,vRNA,223.33333,188 ; 258,,Plasma,3 dpi,9279,
r07035,2021-08-06,158232,DENV3,vRNA,783.3333,708 ; 858,,Plasma,,9284,
r07035,2021-08-07,158238,DENV3,vRNA,4766.6665,4367 ; 5167,,Plasma,,9284,
r07035,2021-08-08,158252,DENV3,vRNA,80416.664,78667 ; 82167,,Plasma,,9284,
r07035,2021-08-09,158356,DENV3,vRNA,688333.3,678333 ; 698333,,Plasma,,9292,
r07035,2021-08-10,158361,DENV3,vRNA,1357500.0,1350000 ; 1365000,,Plasma,,9292,
r07035,2021-08-11,158387,DENV3,vRNA,69750.0,69500 ; 70000,,Plasma,,9292,
r07035,2021-08-12,159111,DENV3,vRNA,116.583336,115 ; 118,,Plasma,,9321,
r07035,2021-08-17,159124,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
r11026,2016-12-01,65021,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plas,3986,
r11026,2018-04-16,84529,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5322,
r11026,2018-04-17,84533,DENV2,vRNA,335250.0,325500 ; 345000,,Plasma,,5322,
r11026,2018-04-18,84537,DENV2,vRNA,684833.3,640333 ; 729333,,Plasma,,5322,
r11026,2018-04-19,84558,DENV2,vRNA,423666.66,422333 ; 425000,,Plasma,,5322,
r11026,2018-04-20,84937,DENV2,vRNA,5820.0,5800 ; 5840,,Plasma,,5350,
r11026,2018-04-21,84941,DENV2,vRNA,894.3333,751 ; 1038,,Plasma,,5350,
r11026,2018-04-23,84959,DENV2,vRNA,1098.6666,682 ; 1515,,Plasma,,5350,
r11026,2018-04-24,84964,DENV2,vRNA,699.1667,668 ; 730,,Plasma,,5350,
r11026,2018-04-25,84968,DENV2,vRNA,273.43332,114 ; 433,,Plasma,,5350,
r11026,2018-04-26,85864,DENV2,vRNA,101.61667,97 ; 106,,Plasma,,5406,
r11026,2018-04-27,85884,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r11026,2018-04-30,85868,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r11026,2018-05-07,85872,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r11026,2018-07-09,90262,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5647,
r11026,2018-07-09,90263,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #1,5647,
r11026,2018-07-09,90264,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #2,5647,
r11026,2018-07-10,90265,Lanciotti_ZIKV_universal,vRNA,1675.0,1600 ; 1750,,Plasma,,5647,
r11026,2018-07-11,90517,Lanciotti_ZIKV_universal,vRNA,8700.0,8600 ; 8800,,Plasma,,5676,
r11026,2018-07-11,90518,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #1,5676,
r11026,2018-07-11,90519,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #2,5676,
r11026,2018-07-12,90384,Lanciotti_ZIKV_universal,vRNA,17566.666,17033 ; 18100,,Plasma,CC,5664,
r11026,2018-07-12,90388,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,CC,5664,
r11026,2018-07-13,90385,Lanciotti_ZIKV_universal,vRNA,1896.6666,1427 ; 2367,,Plasma,CC,5664,
r11026,2018-07-13,90521,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-14,90386,Lanciotti_ZIKV_universal,vRNA,2268.3333,2087 ; 2450,,Plasma,CC,5664,
r11026,2018-07-14,90522,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-15,90387,Lanciotti_ZIKV_universal,vRNA,3195.0,2723 ; 3667,,Plasma,CC,5664,
r11026,2018-07-15,90563,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-16,90564,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5676,
r11026,2018-07-16,90565,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-17,90566,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5676,
r11026,2018-07-17,90567,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-18,90568,Lanciotti_ZIKV_universal,vRNA,64.0,0 ; 128,Equoivical,Plasma,,5676,
r11026,2018-07-18,90569,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r11026,2018-07-18,90786,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5681,
r11026,2018-07-19,90866,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC plasma,5685,
r11026,2018-07-19,91124,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5705,
r11026,2018-07-24,91296,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5715,
r11026,2018-07-24,91297,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5715,
r11026,2018-07-27,91298,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5715,
r11026,2018-07-27,91702,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5738,
r11026,2018-07-31,91701,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,5738,
r11026,2018-08-03,92622,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5797,
r11026,2018-08-07,92472,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5793,
r11026,2018-08-14,92629,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5797,
r11026,2018-08-21,92772,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5802,
r11026,2018-08-28,92773,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5802,
r11026,2018-09-06,93125,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5823,
r11026,2018-09-13,93569,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5843,
r11026,2018-09-20,93829,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5863,
r11026,2018-09-27,95156,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5956,
r11026,2018-10-04,94373,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5891,
r11026,2018-10-11,94598,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5906,
r11026,2018-10-18,95157,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5956,
r11026,2018-10-25,95928,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r11026,2018-10-31,104952,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,"Placental Disc 2c ",6443,
r11026,2018-10-31,104953,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,6443,
r11026,2018-10-31,104954,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,6443,
r11026,2018-10-31,104955,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,6443,
r11026,2018-10-31,104966,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,6443,
r11026,2018-10-31,104967,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,6443,
r11026,2018-10-31,104968,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6443,
r11026,2018-10-31,104969,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1g,6443,
r11026,2018-10-31,104970,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1h,6443,
r11026,2018-10-31,104971,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1i,6443,
r11026,2018-10-31,104972,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1j,6443,
r11026,2018-10-31,104973,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,6443,
r11026,2018-10-31,104974,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6443,
r11026,2018-10-31,104975,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6443,
r11026,2018-10-31,104986,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate a,6443,
r11026,2018-10-31,104987,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate b,6443,
r11026,2018-10-31,104988,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate c,6443,
r11026,2018-10-31,104991,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes b,6443,
r11026,2018-10-31,104992,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes c,6443,
r11026,2018-10-31,95941,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r11026,2018-10-31,98350,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Amniotic fluid,Amniotic Fluid,6104,
r11026,2018-10-31,98351,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Umbilical Cord Plasma,6104,
r11026,2018-10-31,98657,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,spleen,6133,
r11026,2018-10-31,98658,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,liver,6133,
r11026,2018-10-31,98659,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6133,
r11026,2018-10-31,98660,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,6133,
r11026,2018-10-31,98661,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes a,6133,
r11026,2018-10-31,98662,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,6133,
r11026,2018-10-31,98663,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6133,
r11026,2018-10-31,98664,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,6133,
r11026,2018-10-31,98665,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,6133,
r11026,2018-10-31,98666,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,6133,
r11026,2018-10-31,98677,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,6133,
r11026,2018-10-31,98678,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1g,6133,
r11026,2018-10-31,98679,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1h,6133,
r11026,2018-10-31,98680,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1i,6133,
r11026,2018-10-31,98681,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1j,6133,
r11026,2018-10-31,98682,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,6133,
r11026,2018-10-31,98683,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,6133,
r11026,2021-08-02,158207,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r11026,2021-08-03,158213,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r11026,2021-08-04,158147,DENV3,vRNA,2625.0,2550 ; 2700,,Plasma,2 dpi,9279,
r11026,2021-08-05,158163,DENV3,vRNA,134833.33,134000 ; 135667,,Plasma,3 dpi,9279,
r11026,2021-08-06,158231,DENV3,vRNA,320833.34,318333 ; 323333,,Plasma,,9284,
r11026,2021-08-07,158237,DENV3,vRNA,255833.33,253333 ; 258333,,Plasma,,9284,
r11026,2021-08-08,158251,DENV3,vRNA,441666.66,436667 ; 446667,,Plasma,,9284,
r11026,2021-08-09,158355,DENV3,vRNA,258.83334,146 ; 372,,Plasma,,9292,
r11026,2021-08-10,158360,DENV3,vRNA,37.25,0 ; 74,Equoivical,Plasma,,9292,
r11026,2021-08-11,158386,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9292,
r11026,2021-08-12,159110,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
r11026,2021-08-17,159123,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
